"summonerName","summonerID","leaguePoints","wins","losses","total_matches","win_percentage"
"MA The1337Troll","Hh_jRlmCYhSAVp8kKfWGwiQyooW0kjeVT7byMJndaMmIetQ",93,143,139,282,50.71
"ButtBoon","EO84WqRhVJyP5P8m-KUy5gMBbB7e4XyILPa_QvUO3Hy8kSY5",66,357,347,704,50.71
"clapmaster3000","Wo-fmpX4GN1DzT9jVGPJdsS4qkl-dVB1rtXdclCbAG5RVcY",16,327,318,645,50.70
"hey im kevin","7KJhacE7xtrNsNQg8VIpOSbOZxV1xamHG83i1ZY3E7LCsJ8",208,432,420,852,50.70
"JąY Løve Kąt","tKbCRJQrBgkk6b9kZ2Iioh86oawCPPwWHnUIbAmtSlmhllU",318,397,386,783,50.70
"WorldConquer","zYJNE8X-SlOPTgnp_Eyyn1sj9WPc2R8dhNOjKwsVBA2SGdY",235,253,246,499,50.70
"Abditory","HQ0d_CbDN4c4mPV8fm4_GVEh_gAZhvk8IG6PkLfs6IRQsmM",300,144,140,284,50.70
"Yuune","rqmR5h_aNrxxBzLdr_KcuvgKnPeaMd6Va_1F7Lmbx38JS1rX",201,396,385,781,50.70
"BigBeagle","ZmVAfa02eLIZnAU5Y_IxezIVPOooZLa72uTWITFeCXoIGRp_",464,581,565,1146,50.70
"hen nan bu bai","EOh3IwBBDi6r_r-2TOSeOqOBY3c1-sLVB8RMGr54eb2BPiw",143,1202,1169,2371,50.70
"Trapanese Ramen","A7pbYI0S8tGdnY3KHvb96n1KMvF6lrmgKo_3gUJ8wKc3rRM",83,252,245,497,50.70
"zxzxzxzxzxzxzxz","LSav1ewNN2sdl2NaKcBG12yJOt2_nId-sdCQaW3wTbiBTGw",253,109,106,215,50.70
"Zahnet","V2xVJEV7g5YsZAIs-KlmpibdS3pvRxx7khhTOb3mlL7grAI",225,145,141,286,50.70
"Animalizerus","ClySChRJCc0W4KL7hoElIVfdldbP-z-BbLi3arWI0o0McGk",35,145,141,286,50.70
"Zülrah","wzVuSq_DtT8R7Y55RTeYH3AQnNuaD8euEOlxhJoY_X8rcm8",93,219,213,432,50.69
"lolyaoyao","EBkwNYvrEnD9LjJv8X9ea6jzPEABznqVmsOK4g6QzEWsGww",29,589,573,1162,50.69
"sgrug4","y6fX8-nEwbDO1TgdFCZ9gOMAefRmGod_m9mjMruu_Gd3B2E",226,586,570,1156,50.69
"A Lodestar Blue","pitHrIXkc_7L5-qqqce3s0kmTKa5vppxaY_ErL4bQ1RyXY8",0,332,323,655,50.69
"Harry Tan","2euUsnAvLW41qtjf8cPJ6b_fZifUzYuv7HdgaHLRUgt8m0k",1,184,179,363,50.69
"shaarzard","i488w0vmhbIQqREPoupc9GeGESzY3jVxScpDEiORm-yOXZ0",234,409,398,807,50.68
"Krozoid","br9z-OhyZgKCpSu1lq-3Odd6ekGlUMWLyVZ1Z3u0tVSZS7I",52,557,542,1099,50.68
"Murillo Sama","pewET96pEPwtL9tmr4hGQ1-hnnsk1fR6vAhZiOq-BPbds-1O",21,299,291,590,50.68
"QEEEEWAWWWREQ","WRsHPIKZiIfouPssgr2qMgIEKjqfk5SsqxWDn2AxrlaOdmqSKcRizfqxhg",106,111,108,219,50.68
"Boón","PHoA6PbZR4fFBaywcHlEopcjiWDC5oRqBqAUjDflkX_SSUI",181,261,254,515,50.68
"Talon Ego","cZRE3KdPGAO4Hmyz9RDzE_ZZ0OPO3TcjwYngPwFufW5e9lAg",51,185,180,365,50.68
"Arekpro","q5jpngrDyc3wyJJW4eMdNUithThXjdgFesyle_HILvk-z4c",20,112,109,221,50.68
"RNG MING LPL","MOrGCBhX9rZkRNm7zCE6UnKiXF4XsxVz_A1uTM0XHwwO0F8",329,414,403,817,50.67
"Rądar","3t2vTgVLHQybBe9xTllpXh-UtQQ3SGpv2ucQvah73mNc7p8",444,417,406,823,50.67
"UrethralTraps","yGx9QYery4T8gyqcVA04kUJYpBx-sjQq3mQM2Xtxm7-Bi8Q",1,266,259,525,50.67
"Outrushed","omTF5uiGP8BZXCrfQk5ZTSPUc5Zb8wOC__0y1snVEtgXY8w",204,607,591,1198,50.67
"th eggsalad","l1p9Vs6pw56ZX3wYTb2cAqwWivlo7ojmSG8wttXx2-BTvQk",319,414,403,817,50.67
"TranceTherapy1","I94FFadVnY2dLUOIqdKz_OooC0ldKLsyLDepDW61pwsjQcY",46,76,74,150,50.67
"Non Sober Player","nUIX0-CUvUivKcI25ndZBXKQXgQ3oSA0pujLJq9zHObyzB0",271,457,445,902,50.67
"Coolkids","eagLaIiZjSlCEhlgd1GmksMDGlj-mcMDZpWZgRoGhaaUQLQ",271,340,331,671,50.67
"captaín zero LP","qwXwx4hQr4AXwDhH0JSoSg3SvSA5wW3gcgCFpC9j4HpEFtc",164,189,184,373,50.67
"Hans an Franz","v-WWqV-52IkKhApq-T0cNmfhDe_RDlgnQFbFgE8V23UhviQ",218,231,225,456,50.66
"Cell","D7PQg45zlU0n95GFpfx-C65QQDsSMBDidzEBuuCiic9DuaM",121,346,337,683,50.66
"lifeizpain","uvNwGmW4d4zGW7bTc6lz7WI4pn4KZxTmiSN1NIYV4oBVQHLy",32,502,489,991,50.66
"ibosama31","3HJM9qon9bl5h_ORQ3zGUWHMviE_bNeOpCFbgL_q1oqDpRU",1,230,224,454,50.66
"Jhindiana Jones","RI24bFNnfYqXIgmCwD_I_sELx-igOTtrWIhac1lGw1zIe5Q",130,153,149,302,50.66
"1212starxeiko","eHfhwg7zXz7pmWpEZvX4Op8z1CglMm26Y1CpmZ9MYzFFXOo",100,464,452,916,50.66
"BarbaricDictator","YUMc56gRbcBJEi-fWA9xe6aJ8WdVvc1hhNatlHUR5ZKJyzg",431,688,670,1358,50.66
"Suddy","w5sOrc85NLLluAI8leCPf0VJqQTzj94mRTv67hxfGNu8ru0",197,459,447,906,50.66
"One Punch Zac","tGmKx7kS4J_xoFJiE-ge6Kd4QO6O-3Z6Va6SvBabJMGXq3k",202,460,448,908,50.66
"valksoar","0xCRhUJE_8YU0KGW2vVVhn5u_4Pt0RbRji_qbVsfsee726Y",17,767,747,1514,50.66
"Boei","aqz4LJWDUo3qyT-Ga-qobekpcXpoXsmwLjU3hGQm0Gpexyc",78,192,187,379,50.66
"21 Stylish","X7ZEzhGVp75ZDUvTKSBOHMtZBzpib_wmAiwQosPIjPCMHt4",158,627,611,1238,50.65
"Kross","cIPmsJYH8-B56f1QsIJbBoTHkuf1leGsCYuYzgnYCTdY5Os",0,195,190,385,50.65
"KingClueless","t089hVcDVIKd6Af3BepxOsTM3xvsi_StW56n5fKaeqqapOk",401,430,419,849,50.65
"Quachdaddy","cUw3v3sWRVtx_QPdiWBMYrrzMLvb616Bpr8NN5JSoSSnJZA",149,310,302,612,50.65
"oic","wqP78_X91nhn9HVR8V4epQaJrPsNcsTOxhM96e8ZXpQ7RDDK",112,387,377,764,50.65
"ILLHYHL","QkvIn2skSBzyjYQx8kpcVCGn8ZzDzZRPhZFMXhV3RK59janI",1,117,114,231,50.65
"Crazy Joon","FdOUYi2yEZJmYRPUaCi6pnfRvK9z-AzrJemqm1K_DZqDMxI",107,278,271,549,50.64
"Profession","dlsim4j88VjwwXv6NHpZTmS2vjJN7tY-4FanGTjNsqNGQ4I",351,597,582,1179,50.64
"JJBMYU","TYcmFxg0vH1-ODb_Uqn9UNmLomsiDpQqUKaeSwy3mmNrfXg",301,865,843,1708,50.64
"Benhart Vance","sThe7oVmn-H4-uj1I4axEhotQ9NbFzw4nxt9drCu3jOIEP4",221,279,272,551,50.64
"Spirit Blossom","LpCLViQSgbttjlNqf7EPxxnk8AVxoprOlHVyuypCttglq0I",54,516,503,1019,50.64
"turip ip  ip ip","5ifhPL27lR5464ZUukcLrCzJesvVzrKjPHfLKcUQD4zR0EU",144,240,234,474,50.63
"sumodummy500","JC9TK7Wo_mzgOQYz1PR06_MCG9v-TooCV1h6xxYL9mkj",88,200,195,395,50.63
"karnflin","fCis7GSI6NEtzutlY-t-iBrIMwpO_a4NzejQKAV4HTtwSi7r",94,323,315,638,50.63
"hugego player","weqUucyOeLard2njM9wdD6aJVly4q_SoPXz9I1upt5SZznc",266,242,236,478,50.63
"200IQPLAYS","B-bk8AItFhPOI3dsq9WbxYTixiTtAMxfEkbxDWnCoAJFGSg",102,80,78,158,50.63
"Circus","W-PlJAz3Nz3B155eV2UDeEoapiAHtTMh0W8S38moagmyqU8",217,280,273,553,50.63
"Grilotrix","KOpkjdwimUAw3vnclGlYcKrcsA-JJGHIKqjfHgCwrA44NHE",0,326,318,644,50.62
"emPs","m-RS_PKJIfKSBh39aba_cE1Xh9qw8ELf5SEYvFETuU4PGZhE",28,246,240,486,50.62
"Destiny2007","6H5u9T8vMmwUNln9k9dJxYUoif2MOfoDajMeNH-VpwIDT-E",117,414,404,818,50.61
"Ziz","IvpBHVolxworobMMFWi0c16vG1lCtwv2iN4Rl6Og4-xnBQc",225,334,326,660,50.61
"LeBussy MIA","oobHXscpZTD4X9v_WyAAS724chQ2wtPVM1VI2_DUENf1Fos",35,166,162,328,50.61
"garbocan","MQe7WiMzJMUnNCyR-vLwtUA_ZdqsjC29cqInu90USdQNpgo",1,919,897,1816,50.61
"yunkk","iFghwAHwpMYASLUogWx3EB36k7Z6GOVOntVztmNuKE3aEQZxrhkBU-3N3Q",193,330,322,652,50.61
"Sambíno","fAa1lrGH7ryao9THYrbCfbVB08kX2Mqk4URtnm7n-q675tbP",61,372,363,735,50.61
"SimpleButPerfect","vHh9SwqcQj4HdVpe_xLqKAME1bxOVsFDJ4ESVYTwc6gwrM8",150,250,244,494,50.61
"Blãnk","IBS8vaa0g6tkFK7eaXUoKY5B3ygSBtR2bP-ymm69KCCH9BE",0,577,563,1140,50.61
"zzoe","2znzusyGoXGvTw1lMNS9pV60ky8xXBdMcNWG5TjtF2KLQqJ4",444,289,282,571,50.61
"Dìesel","7sE21WXeBAbv1aYnt5asSUENNj5nOz1BiIA4AWJT3H1-REQ",477,911,889,1800,50.61
"Froyos","6oOeO0Hb2u5hj-1MEc2dvWsGnRcX1V9ZS-ppBYV5szuJn-U",105,373,364,737,50.61
"ACE Ezreal","8GZXHI_KfWGwmfwXlMi_nYbmq_sWbbNkyhI6DPKrYmyeV90",236,499,487,986,50.61
"Hussey","rsbsOncreMt5zQthh2t6LWooy1mByHRMixKhSOMCock-9-M",184,126,123,249,50.60
"Squishy QWQ","EbyOPCQw4J2oL4D0NdGxV5BDeBVM8GH3H6yHn3sbRSWm6Wk",1,544,531,1075,50.60
"171 xo","vOGZoMceow1ay1vyS0IUBAHdBCqC_HV6Qbt9J_N0ml5CkWBW",443,294,287,581,50.60
"MoreSleep","xg8eck3wkHemoL2Z3GQrBqhDvOp8L7qP9Wmpj4WX6YXzwqE",285,212,207,419,50.60
"like a boss21588","EQPGLnv9drQl1jlQi3Z_2-OdQEcowrjBuMMN_K98jGPUFuk",18,335,327,662,50.60
"failure death","KTiyyLmWPxEbkcwqbbgjyeEE5gcEBrBvh0rHLyx2RdZbyBI",103,126,123,249,50.60
"feeł nothing","kodv9Yd0DX52knBj7nI3EZZKciKTex5IgrE1wWUtFWU-L2ErQ6bNTEdFug",141,382,373,755,50.60
"demon king stain","bnBJ8_zlbS2mN_lWRUfyDsLEIDijau0oDDzdP7djjU1I1_ry",262,516,504,1020,50.59
"miniaturehobbit","nYJykXWbPqaLlSAk72rZNlOsu6ScViZDPnDKYzZQjeREXdk",357,426,416,842,50.59
"Winded Pie","l-WsslasEUD8o91ii-OdVEjY71WbOJsRjjTh4KXG3EHLfEI",17,602,588,1190,50.59
"Never Story","fH1V2c_4PHspIW7N5AN31nhoRrUlehHRZEz2USDf0Za71BQ",203,302,295,597,50.59
"RiceLegend","rNzLZNNzbPqICKQxsTO1ts7-JrWl3PQsZc9C6hCSzIjWrLI",271,216,211,427,50.59
"Femboy Aesthete","sg2Qsm7i1eH6Wzj_x2pL7sOMptVMWjauHVM-gPb5oQIOEeo1",419,215,210,425,50.59
"Darcreationx","Mfk3w6jzbzyGf3ZH0Y2z-iCRUzv4E8VShoQSXaSGlsVYTvc",135,257,251,508,50.59
"zzzeus7","-5ync0c5kzKtvROKpfGAiL93yBzdaD8MDHCI9M6bsmX_Kzih",116,475,464,939,50.59
"beta boy","N6LgEzTAb0Lgq6METQLlb2vBbrkBTj_sQ8njLaLU8x3cigM",42,171,167,338,50.59
"Moth Meta","7JWiWuDb4zzSKaUjcdGobJpbVN7_eNHTigbC5L9z6H64wrM",214,527,515,1042,50.58
"EmTeed","VZjMHtEBxpayOxu3QXhyyZwjpuJ-5IJNRQzkS9LT3kNv748",168,349,341,690,50.58
"OLOUQAQ","X2G6b8xTkqlmls_aRZ7PMSCdfV4GN5bAbxXsUUmdlfvJYSQ",1,87,85,172,50.58
"Luv4ever","w3YhW4ixGWnYpMd6LjsyZj9jcn8NxJUr3TDuStV50Sq2_EGafZDbV4x5NQ",115,523,511,1034,50.58
"Echídna","EpV2kCH_jFmuZMlwL_V3uEHIdZMaNqvDqOUqtlg8MdRKxvQ",240,349,341,690,50.58
"FobAsian","wHA1ZO7SxKr02WQWm2AdFDbqVvjlOruuG24Vmoe8p5QjPKs",108,87,85,172,50.58
"yong zheng1","hytmahv3cDAHUVpRSUGwog5mEN2ie090cFSJS_h_zeLe",111,177,173,350,50.57
"Benjimex","NQQV0pGWdlpTML-neQK-8sV75nvhERCbHja2eG8EqcO9fJ0",145,353,345,698,50.57
"Guts","a2Zme4W62McFnT_03VfrY8004o67nfILGq3lzerx1WKJSzo",76,310,303,613,50.57
"bëgonia","Ds8OX_GADWcHO2F6oo7QjmU-A94gB6ejD1t1LatUvBl_j_k",69,132,129,261,50.57
"Is Tenderness","Xh13Ti6qo54mOWCgWpUNCMbC7Dslryei6GV_x2LnISJV87Y",3,132,129,261,50.57
"Rhynosaurus","DDcYCWL9p06A6IHBDVmNsP5bnmeo0sPdeGFzI4qb0eeX9x0",129,1024,1001,2025,50.57
"DatBoyBrando","g4gWUNhnZw0fRlq-AVU6GWMGa84_1rC18oRhV2khNV2EYBpa4-sSG_WZrg",56,441,431,872,50.57
"china","Gl4cqO-q9pO-RsoUVT8sH4FffHF9fJ5GiGRCKwuHb4kFPwyrKEkFHk3vzQ",162,91,89,180,50.56
"Soldr","eDQ_qfLDsSdSYHHH2S6jxw7yyWDoHsHduFlBZKKajTjQ1PA",223,819,801,1620,50.56
"BL0WJ0BPRINCESS","M9DbTaye5_TKS7vLFbJeSDhb_yInX1vs2O6cD3RWjwSy4BI",96,493,482,975,50.56
"Iuap","E08lz2dBnXo5LVEmLCnGmCAXZGxCWKM3HvargGv30G5SIIc",22,224,219,443,50.56
"AprilBornInJuly","6CCQS-_sL7eg4tfSDpDK-SwiahK2nF-yFitIIiKeGY7jeRw",71,180,176,356,50.56
"Femboy Kisser","dQ0mcDrQrqx9i1CBrqK1oIyqulo12rhcR5zk3Poeh2a4TO4",0,272,266,538,50.56
"around Yoü","Iurju78H-Pmcj5Ci7Ve6aJ5BkYmjBrQZ557mPlUvmCXrcU1o",58,92,90,182,50.55
"klout","aoN5KoAqvPeH9h4EO45R98-vPpBqwSSnk7TFdOcmqMxFZs-a",80,322,315,637,50.55
"Rammus In Boots","VOglqRsyyCyHxOvbMAUgYxvH56pvCsY89j-eYSijzI2uOJoGEPtWHjT7sw",198,777,760,1537,50.55
"raymOOnd","HTHR5Hoc59NXX25et9CQCVXk67Q-htiyq6WLvQexnpDteG0",55,501,490,991,50.55
"Angels Demon","2g4jUQ0Ccd5sUsRaA3i0ktN1OmjEQGmb55M27KZqEhnW_FA",28,183,179,362,50.55
"Cheekzr","zsQGCJQGZfI5yTZPTwvmT_baORaaFpb08Bhi-XLnN1yFUO4",380,549,537,1086,50.55
"itwasthisoragf","vqaWygYlWmQiKDbadujk6_35xzbPV6rodvyObFjaALTXfmqm",218,231,226,457,50.55
"G2 Idol","HNo0eDMnPqL7K1xp6ljd0UQ6zlmS4Ep_1K46ib9P5yVDrvMVIVZG2zxbKQ",1,502,491,993,50.55
"sammystinky","Hdlb7i4Rz3z4dNx10Tqb3sCXqGJNGc75YW4bz0o7Or6Nzwk",109,323,316,639,50.55
"Fafn1r","nGhGjLX2IQLZLZy6D4lLt0zzJRlMEmr9hOPNvDA6EcIWTiQ",154,322,315,637,50.55
"HotEboyXerathTv","foIOLct9nbUIBWzUTX-nhPB5QU7LB8c8X6pkJaZ_efpN1SM",95,232,227,459,50.54
"way to go","s8qR4TxDlknZ-FHzOTD4DiIuLh_5plG0EBFa_eef_iZQMapjw_XxsYutrg",43,47,46,93,50.54
"YUNOHANA","qKoIfrA2GA8qVhJdtN465tLzrZ0zBLJFJ-WeHKW5xmHhBJQ",1,281,275,556,50.54
"Jerrel","T5y_nc2lKTIXkCGH1M7pyEz35T3KtikKCoXFTOgpKroxDfY",330,511,500,1011,50.54
"ButtFrick","PXXc7ZIHcwAZT0BOYJm1sn_hx_1CwMIMywAQm2W2OdeQq6o",38,239,234,473,50.53
"Akrei","fPttHGAoOXqJiU4jS695YEFZDWxCPatq5AvYLHYvG4MplPXE",95,238,233,471,50.53
"Desiruo","SE2C3rBPfdmJnQO3XlnwHC_87wYOFyfh_Wld01Rbr-z71Dc",119,96,94,190,50.53
"Kouketeador","jFS46-LieflH0i5eGANTKUNaoGaVX8jc-J22aBVHNh7LEvE",328,387,379,766,50.52
"Anomander rakeD","0q4xKL8Dc8VZUgdSxqf1ejwtC7KeiPRaCYdJAMJJztyBSG4",137,196,192,388,50.52
"PressTabandTHINK","S0WEgqqe9UjU1Pqj5JGO2MF60Iz1LbxpmxKcU1h39-ppInw",259,727,712,1439,50.52
"Frog Maw","ZHGxIPULlW0mZDUZdU8593PhkYE_MbEGivno4tKMKcDx1WI",386,587,575,1162,50.52
"Amrr","4y6KefBr2kQ6V5-yydwSbeGhS34tCKqQfQBh0quHwxtYS4g",165,293,287,580,50.52
"RAMbo10","FLMKdctg6kT0I4cl8xgtw7snqhL_065APZAG69H-ufx12Vg",17,438,429,867,50.52
"ZSultanZ","Vym7_sudEoy2vWGFYXrKmnKVS0IhT46PT6-R59wmUUS-LZXZ",214,196,192,388,50.52
"Wunderful","LF90gGJ-5sjmPgjUdlKp03_jwZ1RoaS5Gi4Fbr_OT9XHF4Y",1,145,142,287,50.52
"monkey30000","V2ufIF6OXKpYqXsdGtsCURdizc1chSUj2jtivI2YmR0iIfc",16,246,241,487,50.51
"Suna Shogun Sama","BWpvE97904ppDuHaVxS4JspwkYt23ncMwdhwVVG3AINVoMI",1,99,97,196,50.51
"Repent","Lme8c_yvzxKKUo98ffjWRKuSMYQGqXbrmAC0P4jnsVAPIOc",73,149,146,295,50.51
"play better","5joSYvzzMAaluxdDGHJWMEj6eYfPVG2lPAsls5qH0Yqa2-w",246,297,291,588,50.51
"SentientAI","KqkpWW9KJ3-I6j9QLd-HOYjWe2E6gi2D1QU4vpL8cXM",340,250,245,495,50.51
"suhanshhh","QFjIszfPZnoJc63TUol_AGjuNVmdAIklMvbpxpvKQ4HwZlY",6,504,494,998,50.50
"NotAZ","mNoX6YTd37wLEI_fm-__J3SWAvNFq7pJ9UflFeYkBSBG9_yA",127,202,198,400,50.50
"look gogo","FbbbQdX4dkJ9d4rqI7R_l4wz2cYiXCXWIbepxqQLxeeBSPw",54,651,638,1289,50.50
"Ðewey","VYhnyOd9xDpWvWaKrtTwfb5Iiguy-5hM933tbbRdn4w_wmE",5,712,698,1410,50.50
"Sándm","wSoe9wZP5xk352etUx2wKToPSa5X0isX5i2Lc-8d1S3z6aQ",1,305,299,604,50.50
"Reckza","4oTDmLBxP72Jcjspxar3yHunKiZPUazOLt2o0_IrHsUR5uI",267,101,99,200,50.50
"Motelles","x13udbkM1IQ_f9GIWd7_kJVALqDDK_1EmRLd8wqI6o-7isc",77,152,149,301,50.50
"paige","iy-sBKGWkAnUEQSCTO1iZNoTtKm77U8ovj8eRANdJVL5nR8",140,451,442,893,50.50
"NoOneHadThisName","2OqSW7EBsXO4mwnWVM5t9UMBI0O8uMEanjoA0SIGg6jqIdk",438,353,346,699,50.50
"Huntervault","T2tfA21Y_HzXbwQGHyFGC_j9T4ZHO3xrmwsf07vj3awU148",1,412,404,816,50.49
"TheSkyfallsforme","cq8gXOqA2YsqOgRABIxZMHjhu0D4IcHM_KVB_pjt45ekT3CQ4EgK1v6TOA",381,572,561,1133,50.49
"Nostalgia Lee","a0g8FKh3utAUvLfEvfOV3YM0v-agvynyjDqmK9_FAgT7jt79A1ezKl0fXg",109,416,408,824,50.49
"avatarkai","4bCYalARAODcAXl2Uc6FGY57MXdXzjVVE6Fdk6zs9MgAo2M",38,519,509,1028,50.49
"Nanjingwaiguoyu","uc3bBEY0FAOP0ttOWRSpj7fvwFPvBZ3tnU-3uMsMXA006-C4EGv4JCrosQ",164,158,155,313,50.48
"Ekkoº","6PIaj2ZsUQWrUFuHSA0ghpVJWYT-RA6G66WmUAPTlrf5F1vQzL28S2C9IQ",106,315,309,624,50.48
"DUHBESTKILLER","WSo_aHPXgtbd5PBq0tCUnsoNUwfAQdCpClazIMUOSWjvtDg",239,897,880,1777,50.48
"Psycho Wand","Lm4ADRD6v5PLSZFqU_a48vTkJpCC44kye5lcZPIFTRrSZrE",291,427,419,846,50.47
"ı am","MulNUPa7Kls6qErKBWBNJ8zFo5W3LaoQsGAejfTeKQJ9NhM",409,432,424,856,50.47
"terryta","l2ci958dsQJ4lME4F7tZ3_uJGma7cVXOPTPzAzqF_FR8zHk",12,54,53,107,50.47
"Explained","F2hUQOcKHt3QEFCINPmPB_-r8tmNd9cz0aKYmzlDsB8Zv3k",201,497,488,985,50.46
"FENG ZHUA","t-aCDsVY49y5FD9p2W1LnXmy9OINciMt3gtoqCZhq7Ims2U",246,553,543,1096,50.46
"Euya","565cDFyEqhv5oZixGhos1Qj6Xiv46UaBwRQgp_wPViiqWqg",324,706,693,1399,50.46
"Call Me Z","4AfeqKAjEBAMCwupGw1Ia_2YCD1nusFR2qi97YlkPkYeMtY",36,778,764,1542,50.45
"Lust for Mx","pAwDgC0_gyT8pN9iw3-UtJn8P_oeBi3vmEVWZgURlcEBA4A",20,224,220,444,50.45
"I Qing Feng I","htkejnnDRJKOHM7n4AIpopMmcKVhOna3AzABMvjnmLGGlxs",16,445,437,882,50.45
"lint laugh love","BPm9FjkPwTBwAatZ3ha9-TtST4kPt_lLZY_0kUydmczCFV9Y",199,168,165,333,50.45
"Scyrnn","2Wy3VDZHRG92Acw6qHnt0W-jJyPMQzaMZpnTph05vL9tdTY",453,728,715,1443,50.45
"Adjacent Lamp","rfhsx3CNBcGwnCNX9o2fjnu5UZsHNXpSM6dysuKAZf2HlCs",94,900,884,1784,50.45
"Ramen Bear","57OLST1XQY8RK44J-OFz9dkemTeNENLVHN3VqEpwri8gzfE",46,289,284,573,50.44
"FirstTimeCaitlyn","1KQMMVzzmymKDYVWGTz70uIPpog362cLbru8jvM9FqTQjb0",275,173,170,343,50.44
"iSkaarly","S01VcQdjfix2Ong5cv3fVNk9-mdXTQakoxZMw7THvoWd9wU",278,172,169,341,50.44
"The Doll","LT7hbfIG_kDgvFKeqMniDHBHaQGqIhdyx_8DhLbBj8QBLNM",6,1094,1075,2169,50.44
"TECHNO SONA","R1NgVYwXI0W-sd3HWcrLQ5VBKWhSvf9g5pJ2RjOTVgjstYuR",185,284,279,563,50.44
"Dongeritis","W_dShko5_bh02fSvysYTj_0gRBygA_PUiDwomOsbBTGrpMs",115,232,228,460,50.43
"Yuki","UQFMik3Zfd7FykRNxYXlGh4JhS_PqZHtZys01e3ynX0l8fI",110,118,116,234,50.43
"Samuel Kim ","SBT-z6eejJ3TWE7HEIgg2RYz_9_qEVvAkQd5xom34zHr",242,464,456,920,50.43
"specific","MELSA3-Yi2XKTX9Ql3nER3t8h8GoDF3r060FHEAOSlamlJFm8w-Vm2lHbw",447,592,582,1174,50.43
"Aspen","70woDRPNya-hymu5bY_msboD2iCQNRhnQHOanmArL8sViGo",230,643,632,1275,50.43
"ROCKER OF WORLDS","YfjLP9q5r1or7ofBl8uTdO62onjn89CENuXx0g9KPwk-V3k",50,417,410,827,50.42
"MOB SIAB ","v5nQMWQh2t9g0pFHXvzaaVloFwXQcWvl34LPPZhVvzLbAiBWWI_WXgLCdg",317,179,176,355,50.42
"Riot King Cobra","zAAIMCUc1EB2WtB3fEaGqcYvKg6pW1NOrS-itfWUYZIkZgQ",125,241,237,478,50.42
"Kill1ingGod","3CZeFIKuJjiEk3FGz6FdYlV33A1KvbKb-iEpRbYo6wlB45k",136,244,240,484,50.41
"Deathcounter","p-uHpaYIX45Ko2g7YsWTY_cwwsGBvG386TeLEUdwXpJOJQE",297,863,849,1712,50.41
"khaii","UKPpE0aDjGQD6r8PX1dTKPePSFotYNzymJKisAW93I-SEa54",305,553,544,1097,50.41
"Annie Bot","0qD4Q3nbJX4lKm1WCnGfRkCmdC6ypWGTrAQJf02rO6vRd7M",428,803,790,1593,50.41
"Shes Super Tight","ZF7jIMKMD6OEjtPb2LTF56t8zc2klbofxW-B4Lq3nzaz2R4",244,184,181,365,50.41
"Šhiro","ldh5XZ1oR2nAMb4viX2xW8IBpVvNthU8bfdWGzNBthyzK3Q",80,183,180,363,50.41
"riversided","4cvQxI4f4_l854WjdoO8IdSZw472r1_07oE3xODWqNFbICc",429,806,793,1599,50.41
"delusionaldogs","8Ge2xp_QlAE-wTvUF_xQumYvk2e3i55JfLaUxDldEKT1l7c",0,183,180,363,50.41
"Lebanese","pc5tpM_OSFc5U2oux25qH3ZqEuj2x1_e9NoAXO9zSYvf7UE",26,489,481,970,50.41
"AFS kiin","vD8xNGQnA_PYekOu31N3NDpIGBB5JzLDIAp0lxW04Tp0AHs",166,434,427,861,50.41
"DisappearX","X2Ulnh--7rXDWLU5x0ee3pJe8Hcz15JgZm8nxuCDZLXKxZ2GQ55Y9UOwBQ",24,382,376,758,50.40
"Cidez","GbK9qs3uAfSMzcNzpd--j-VMGfmqIWO2g6EuHCxfepXaqBE",86,624,614,1238,50.40
"Euphorian","u258UJOl1ZBYJQdUWkJx4WOyAH3kfDldURAiAJHP_xaD5iY",48,251,247,498,50.40
"ill will","jPtErmRPjgbn1FM8xHETH628UdAaSw7UH6U2jj2VT7QOYVZ5",34,125,123,248,50.40
"Twuck","TvT5Z0ehQCBZYNI-aY1_cjj0dn5xFj4wFMQ-6o1FEC5LeWM",51,437,430,867,50.40
"Cinnamon Jouster","oueC0AzN0u6wWP-uXzD8Cp3G-hDM2ti_hzK8clYNgZE7Siw",302,1017,1001,2018,50.40
"Satøru Gøjo","5hN4Ka8Y_NP2Y8LBYJBb4OsQEUtWU06zeOTG3sNc7uKsFExfvajzdKyJVQ",211,188,185,373,50.40
"CallMeTristesse","D9HRvgLU_P5AyNZsf3_Q7YW0L1e1xcAx1kE6FDREgKKOyI0ysSGCCofZKA",462,128,126,254,50.39
"Puppeh","nVaelxw0VKoltiCm-Boxt7mCgF-MHKgv68OCcVBLocHTkYs",89,321,316,637,50.39
"Real Uzi","89BsBs5jS7CSDuK5tW00EtK3vmNc_-v6L22WYoijiYRVfBs",271,385,379,764,50.39
"SAtaarcoeny3","g6R2drA0JJe6IZ3npiZ9VLyJT7iWPeyLdyd3LvACr4CGsV0Q",1,650,640,1290,50.39
"Sym","H6rRSLuFBIFPz_x3jDWEyrbUA6qXribigULNOkckNqEk4ms",32,320,315,635,50.39
"Moonlight5","3vFTz-u-Ch4Po4g50DZbqn3A4hJfVztApEBv8Yk4QLNTlFk",205,582,573,1155,50.39
"Lusol","JTEf2ltNR-xvOSwcX1D_mMX7KdPD248u3Q9FixFQagANrpM",239,518,510,1028,50.39
